T1		T2		T3		T4		T5		T6		T7		T8	
647.4	Building Blocks	282.1	White Space												
166.3	Building Area	182.8	Computer												
331.9	Building Area														
431.5	Building Area														
547.4	Building Area														
531	Building Area														
99.6	Computer														
481.2	Computer														
150	Computer														
115.9	Building Blocks														
232.6	Building Area														
132.3	Building Area														
298.5	Computer														
1178.5	Building Area														
116	Computer														
182.6	Computer														
780	Computer														
282.2	Computer														
99.8	Computer														
497.7	Building Area														
232.6	Building Area														
713.4	Building Area														
315.1	Building Area														
713.2	Building Area														
282.1	Building Area														
382	Building Area														
99.6	Building Area														
115.9	Computer														
166.1	Computer														
215.5	Computer														
580.9	Computer														
99.4	Computer														
99.5	Computer														
182.9	Computer														
199.4	Computer														
149.4	Computer														
116.3	Computer														
216	Computer														
232.2	Computer														
149.5	Computer														
282.3	Computer														
116.5	Computer														
381.8	Building Area														
248.4	Building Area														
166	White Space														
116.1	White Space														
232.4	White Space														
448.2	White Space														
133	White Space														
215.7	Computer														
