T1		T2		T3		T4		T5		T6		T7		T8	
166.3	Computer	215.3	Computer	116.4	Computer	116.1	Computer	215.9	Computer	99.5	Computer	232.6	Building Blocks	82.8	Building Blocks
415.3	Computer	132.5	Building Blocks	132.7	Building Blocks	431.7	Building Blocks	166.4	Building Blocks	149.4	Building Blocks	99.8	Building Blocks	132.9	Building Blocks
265.3	Computer	315.5	Building Blocks	414.6	Building Blocks	282.3	Building Blocks	165.8	Building Blocks	349	Building Blocks	165.9	Building Blocks	248.9	Building Blocks
149.6	Building Blocks	165.5	Building Blocks	696.7	Building Blocks	265.7	Building Blocks	248.9	Building Blocks	630.2	Building Blocks	149.3	Building Blocks	199.1	Building Blocks
282	Building Blocks	249	Building Blocks	82.5	Computer	281.9	Building Blocks	265	Building Blocks	116.3	Computer	182.4	Computer	332	Building Blocks
133	Building Blocks	182.7	Building Blocks	282.4	Building Area	99.6	Computer	232.2	Building Blocks	149.8	Building Area	100	Computer	116.7	Computer
299.1	Computer	99.7	Computer	199.1	Building Area	132.5	Building Area	298.6	Building Blocks	166.2	Building Area	232.3	Building Blocks	447.7	Building Area
231.8	Building Area	132.9	Computer	133.1	Computer	232.5	Building Area	115.9	Computer	198.7	Building Area	182.8	Building Area	215.6	Building Area
348.9	Building Blocks	249.3	Building Area	415.3	Computer	298.7	Building Area	99.6	Computer	82.9	Building Area	231.9	Building Area	116	Building Area
464.6	Building Blocks	182.6	Building Area	365.1	Computer	99.8	Computer	182.8	Building Area	99.3	Computer	149.2	Computer	232	Building Blocks
215.5	Computer	116.3	Building Area	199.1	Computer	480.9	Computer	315.6	Building Area	149.6	Computer	281.9	Computer	132.8	Computer
99.7	Building Area	82.8	Building Area	165.7	Building Blocks	199.1	Computer	182.2	Building Area	232.3	Building Blocks	547.2	Building Blocks	663.4	Building Blocks
215.6	Building Area	580.7	Building Area	298.8	Building Blocks	248.5	Building Blocks	116.2	Computer	232.1	Building Blocks	232.5	Computer	215.6	Computer
132.5	Computer	99.6	Building Area	216.1	Building Blocks	166.2	Building Blocks	398.8	Computer	282.1	Building Blocks	315	Building Blocks	298.7	Building Blocks
149.1	Computer	99.9	Building Area	165.9	Building Blocks	182.5	Building Blocks	166.2	Building Blocks	248.6	Building Blocks	199	Building Blocks	165.9	Building Blocks
116	Computer	99.5	Computer	232.1	Computer	116	Building Blocks	99.5	Building Blocks	199.1	Building Blocks	232	Building Blocks	182.4	Building Blocks
132.5	Computer	99.6	Computer	148.9	Building Area	265.3	Building Blocks	149.5	Building Blocks	166	Computer	99.4	Computer	398.3	Building Blocks
281.7	Computer	448.2	Computer	182.5	Building Area	447.8	Building Blocks	99.5	Building Blocks	448	Building Blocks	82.7	Building Area	199.2	Computer
232.3	Computer	149.4	Building Blocks	215.7	Computer	165.8	Computer	199.1	Building Blocks	132.8	Building Blocks	448.3	Building Area	66.6	Building Area
232	Building Blocks	116.2	Building Blocks	215.6	Building Area	215.5	Building Area	414.6	Building Blocks	149.3	Computer	215.3	Building Area	215.5	Building Area
149	Building Blocks	166	Building Blocks	265.5	Building Area	348.8	Building Area	249.2	Building Blocks	132.8	Building Blocks	165.9	Building Area	879.8	Building Area
132.9	Building Blocks	182.6	Building Blocks	381.6	Building Area	713.3	Building Area	298.5	Building Blocks	315.1	Building Blocks	199.1	Computer	132.9	Building Area
232.5	Building Blocks	166	Building Blocks	116.2	Building Area	116.3	Computer	116.3	Building Blocks	265.3	Building Area	315.3	Building Area	530.6	Building Area
514.7	Computer	182.5	Building Blocks	249.2	Building Area	115.8	Computer	215.4	Computer	116.5	Building Area	83	Computer	99.8	Building Area
149.5	Building Area	364.9	Computer	132.7	Building Area	381.2	Computer	133	Building Area	132.6	Computer	132.7	Computer	547.7	Building Area
215.4	Building Area	99.7	Computer	580.9	Building Area	215.5	Building Blocks	133	Building Blocks	183	Building Area	481.5	Computer	82.8	Computer
282.3	Building Area	481.3	Building Blocks	132.8	Building Area	149.6	Building Blocks	182.6	Building Blocks	581.4	Building Area	165.8	Building Blocks	298.5	Computer
66.7	Computer	133.2	Computer	99.5	Computer	730.6	Building Blocks	149.2	Building Blocks	249.1	Building Area	282.2	Building Blocks	514.4	Building Blocks
133	Computer	199.6	Computer	199.4	Computer	199.7	Computer	248.8	Building Blocks	149.4	Building Area	613.9	Computer	1012.4	Computer
199.3	Building Blocks	298.7	Building Area	1095.5	Computer	166.3	Building Area	149.3	Building Blocks	116.3	Building Area	1393.8	Building Area	282.2	Building Area
82.9	Building Blocks	99.3	Building Area	1328.2	Building Blocks	182.4	Building Area	165.9	Computer	132.5	Computer	614	Building Area	149.6	Building Area
232.8	Building Blocks	248.8	Building Area	166	Building Area	1958.1	Building Area	116.1	Computer	547.6	Computer	846.6	Building Area	265.4	Building Area
116.3	Building Area	149.2	Building Area	265.6	Building Area	265.7	Building Area	332	Computer	149.5	Building Blocks	99.5	Building Area	995.5	Building Area
215.5	Building Area	397.8	Building Area	265.9	Building Area	796.2	Building Area	116.2	Building Blocks	514.7	Building Blocks	182.8	Building Area	448.3	Building Area
647.5	Building Area	132.8	Computer	298.6	Building Area	1261.8	Building Area	166	Building Blocks	199.5	Building Blocks	149.5	Building Area	199	Building Area
165.6	Computer	83	Computer	248.6	Building Area	597.3	Building Area	149.6	Building Area	265.7	Computer	896.5	Building Area	249.1	Building Area
183.1	Computer	398.3	Computer	298.8	Building Area	348.6	Building Area	149.2	Building Area	348.5	Computer	298.8	Building Area	249.1	Building Area
115.9	Computer	249.3	Building Blocks	116.2	Building Area	431.5	Building Area	265.6	Building Area	564.5	Computer	265.3	Building Area	514.8	Building Area
580.7	Computer	465	Building Blocks	82.9	Building Area	215.6	Building Area	99.1	Computer	182.8	Building Blocks	249	Building Area	1891.8	Building Area
597.1	Computer	314.8	Computer	116.1	Building Area	265.8	Building Area	183.1	Computer	99.7	Building Blocks	232.6	Building Area	597.4	Building Area
149.1	Building Blocks	182.9	Building Area	216	Building Area	249.1	Building Area	464.6	Computer	232.2	Building Blocks	497.7	Building Area	149.4	Building Area
149.8	Building Blocks	1045.7	Building Area	581.4	Building Area	199.1	Building Area	149.6	Computer	298.8	Building Blocks	348.2	Building Area	183	Building Area
133	Building Blocks	116.3	Building Area	1012.3	Building Area	315	Building Area	215.7	Building Area	265.5	Building Blocks	99.6	Computer	680.4	Building Area
265.5	Building Blocks	497.9	Building Area	149.1	Building Area	846.5	Building Area	199	Building Area	249.2	Building Blocks	132.7	Computer	796.4	Building Area
166.1	Computer	1808.8	Building Area	132.4	Building Area	99.2	Building Area	99.4	Building Area	166.4	Building Blocks	282.1	Computer	149.8	Building Area
132.9	Computer	1892	Building Area	415.1	Building Area	298.7	Building Area	149.1	Building Area	348.3	Computer	115.9	Computer	165.7	Building Area
182.4	Building Blocks	265.4	Building Area	249.2	Building Area	315.4	Building Area	116.3	Building Area	315.2	Building Area	298.6	Computer	298.9	Building Area
116	Building Blocks	282.2	Building Area	796.7	Building Area	116.1	Computer	182.3	Building Area	614.4	Building Area	979	Building Blocks	531.5	Building Area
182.5	Building Blocks	547.7	Building Area	464.1	Building Area	116.2	Computer	298.8	Building Area	348.6	Building Area	116.7	Building Blocks	198.9	Building Area
232.2	Building Blocks	597.7	Building Area	1875.9	Building Area	215.3	Computer	132.6	Building Area	464.7	Building Area	630.5	Building Area	581.2	Building Area
116.5	Building Blocks	265.7	Building Area	480.8	Building Area	116	Building Blocks	165.7	Building Area	497.7	Building Area	730.1	Building Area	1310.8	Building Area
231.9	Building Blocks	165.7	Building Area	365.4	Building Area	149.7	Building Blocks	199.2	Building Area	597.1	Building Area	116	Computer	282.3	Building Area
99.6	Building Blocks	215.8	Building Area	365.4	Building Area	99.7	Building Blocks	182.6	Building Area	199	Building Area	730.3	Building Area	314.9	Building Area
182.5	Building Blocks	547.4	Building Area	398	Building Area	332	Building Blocks	149.4	Computer	249	Building Area	315.4	Computer	448.1	Building Area
348.8	Computer	896	Building Area	182.7	Building Area	232.6	Building Blocks	99.9	Building Area	1194.6	Building Area	265.2	Computer	663.8	Building Area
431.5	Computer	796.5	Building Area	298.6	Building Area	215.7	Computer	166	Building Area	99.5	Computer	315.6	Computer	664.3	Building Area
215.8	Computer	299	Computer	116	Building Area	116.2	Building Area	248.8	Building Area	215.6	Computer	199.2	Building Blocks	182.6	Computer
99.4	Building Area	1112.2	Building Area	99.3	Computer	962.7	Building Area	232.5	Computer	166.2	Building Area	796.6	Building Blocks	282	Computer
896.8	Building Area	1045.2	Building Area	149.5	Computer	680.8	Building Area	298.4	Computer	431.6	Building Area	348.3	Building Area	132.4	Computer
199.4	Computer	331.6	Building Area	116.1	Computer	82.7	Building Area	381.7	Building Blocks	1991.7	Building Area	265.8	Building Area	248.7	Computer
232	Computer	182.5	Building Area	547.4	Computer	979.3	Building Area	896	Building Blocks	331.4	Building Area	149.5	Computer	116.1	Building Blocks
315.3	Building Area	896.2	Building Area	232.1	Computer	249.3	Computer	116.4	Building Area	431.5	Building Area	315.5	Computer	182.7	Building Blocks
896	Building Area	547.7	Building Area	82.9	Building Blocks	215.5	Computer	149.1	Building Area	614.1	Building Area	99.7	Building Blocks	414.6	Building Blocks
713.6	Building Area	182.7	Building Area	199.4	Building Blocks	198.7	Computer	99.6	Computer	963.1	Building Area	199.1	Building Blocks	99.1	Building Area
182.5	Building Area	199	Building Area	165.6	Building Blocks	116	Computer	265.5	Computer	281.9	Building Area	215.5	Building Blocks	696.7	Building Area
232.4	Building Area	116.6	Building Area	464.9	Building Blocks	166	Building Blocks	132.7	Building Area	165.9	Computer	182.6	Building Blocks	166	Computer
199	Building Area	314.8	Computer	249	Computer	165.8	Building Blocks	830.1	Building Area	248.8	Computer	232.6	Building Area	365.1	Computer
265.9	Building Area	265.6	Computer	132.6	Building Blocks	530.9	Building Blocks	248.9	Building Area	116.2	Computer	83.1	Building Area	166	Building Area
299	Building Area	115.7	Computer	448.3	Building Blocks	165.4	Building Area	332	Building Area	149.5	Computer	249	Building Area	564.4	Building Area
282	Building Area	116.2	Building Blocks	99.5	Building Area	149.7	Building Area	381.7	Building Area	448.5	Computer	332	Computer	149.3	Computer
82.9	Building Area	182.9	Building Blocks	216	Computer	115.8	Computer	166	Building Area	182.6	Computer	248.8	Computer	199.4	Computer
282.1	Building Area	647	Building Blocks	83.1	Building Area	365	Computer	1858.2	Building Area	265.8	Computer	99.3	Building Blocks	464.5	Computer
116.3	Building Area	99.6	Building Blocks	647.2	Building Area	132.9	Building Blocks	132.8	Building Area	431.9	Computer	497.7	Building Blocks	149.1	Computer
1062.3	Building Area	132.8	Computer	99.5	Building Area	348.3	Building Blocks	248.9	Building Area	215.6	Computer	216.1	Building Area	216.2	Building Blocks
1294.3	Building Area	199.3	Computer	198.9	Building Area	165.6	Computer	265.5	Building Area	166.2	Building Blocks	298.9	Building Area	116.2	Building Blocks
398.5	Building Area	531.1	Building Area	979.4	Building Area	382	Building Area	1079.1	Building Area	232.4	Building Blocks	265.4	Building Area	365.1	Building Blocks
398.4	Building Area	447.8	Building Area	116.4	Computer	315.2	Building Area	298.7	Building Area	182.5	Computer	846.6	Building Area	216	Building Area
945.4	Building Area	614.2	Building Area	182.2	Computer	115.9	Computer	148.9	Building Area	182.5	Building Area	1144.7	Building Area	115.9	Computer
1111.8	Building Area	232	Building Area	249.4	Computer	82.9	Computer	514.7	Building Area	166.1	Building Area	431.6	Computer	265.9	Computer
249	Building Area	116.2	Computer	99.2	Computer	248.8	Computer	680.4	Building Area	232.6	Building Area	215.6	Computer	265.4	Computer
248.7	Building Area	481.2	Computer	232.6	Building Blocks	99.8	Computer	232	Building Area	663.9	Building Area	282.4	Computer	132.7	Computer
680.2	Building Area	232.4	Computer	132.6	Building Blocks	265.5	Building Blocks	298.6	Building Area	497.3	Building Area	166	Building Blocks	82.9	Building Blocks
215.6	Building Area	83	Computer	182.1	Building Blocks	282.4	Building Blocks	166	Building Area	680.1	Building Area	232.4	Building Blocks	199.1	Building Blocks
531	Building Area	132.8	Building Blocks	580.4	Building Blocks	331.9	Building Blocks	249.2	Computer	132.7	Computer	232.4	Building Blocks	298.7	Building Blocks
249	Building Area	116.3	Building Area	166	Building Area	149.8	Building Area	846.6	Computer	132.4	Computer	597	Building Blocks	315.5	Building Area
132.8	Building Area	132.4	Building Area	116.1	Building Area	663.9	Building Area	132.4	Computer	713.2	Computer	514.8	Building Area	149.2	Building Area
149.4	Building Area	100.1	Computer	166.1	Building Area	747.2	Building Area	116.2	Computer	116.3	Computer	315.1	Building Area	298.8	Computer
99.5	Computer	165.7	Computer	99.5	Computer	165.7	Computer	99.3	Building Blocks	481.3	Computer	531.2	Building Area	116	Building Blocks
99.4	Computer	99.2	Computer	199.1	Computer	199.3	Building Area	133	Building Blocks	249.1	Building Area	1095	Building Area	99.7	Building Blocks
