T1		T2		T3		T4		T5		T6		T7		T8	
199.2	Computer	132.8	Computer	116.2	Building Blocks	82.6	Computer	82.8	Building Blocks	99.6	Building Blocks	116.1	Building Blocks	99.6	Computer
99.7	Computer	265.5	Computer	99.5	Building Blocks	116.2	Building Blocks	116.2	Building Blocks	149.4	Building Blocks	116.1	Building Blocks	99.4	Building Blocks
83.1	Building Blocks	199.1	Computer	747.1	Building Blocks	149.6	Building Blocks	282.2	Building Blocks	66.4	Building Blocks	663.9	Building Blocks	1344	Building Blocks
83.1	Building Blocks	132.6	Building Blocks	182.7	Building Blocks	597.5	Building Blocks	116.4	Building Blocks	165.7	Building Blocks	149.5	Building Blocks	580.4	Building Blocks
132.9	Building Blocks	83	Building Blocks	331.4	Building Blocks	165.9	Building Blocks	165.8	Building Blocks	149.4	Building Blocks	116.4	Building Blocks	780.2	Building Area
66.5	Building Blocks	282.3	Building Blocks	182.7	Building Blocks	348.5	Building Blocks	116	Building Blocks	215.7	Building Blocks	216	Building Area	132.8	Building Area
282.2	Computer	132.7	Building Blocks	149.8	Building Area	166	Building Blocks	99.7	Building Blocks	199.2	Computer	116	Computer	647.1	Building Area
215.8	Computer	132.8	Building Blocks	199.1	Computer	99.5	Building Blocks	365.1	Building Blocks	199.4	Building Area	83	Building Area	165.5	Building Blocks
165.9	Building Area	132.8	Building Blocks	132.9	Building Area	116.2	Building Blocks	132.6	Building Area	83.3	Building Blocks	132.9	Building Blocks	232.4	Building Blocks
165.9	Computer	165.9	Building Blocks	149.2	Building Area	166	Building Area	66.4	Building Area	165.7	Building Blocks	116.1	Building Blocks	298.8	Building Blocks
448	Computer	315.7	Building Blocks	182.7	Building Area	149.8	Building Area	99.7	Computer	99.4	Building Blocks	215.6	Building Blocks	232.7	Building Area
99.6	Computer	447.7	Building Blocks	99.6	Computer	248.7	Building Blocks	99.6	Building Blocks	249.5	Building Blocks	116.1	Building Area	365.2	Building Area
249	Computer	215.7	Building Blocks	100	Computer	115.9	Computer	149.5	Building Blocks	116.3	Building Blocks	198.8	Building Area	165.8	Building Blocks
199.1	Computer	132.8	Computer	348.5	Computer	149.4	Building Blocks	132.7	Building Blocks	184.5	Building Blocks	116.3	Building Blocks	232.4	Building Blocks
166.1	Building Area	99.9	Building Area	165.6	Building Blocks	132.8	Building Blocks	232.1	Building Blocks	166	Building Blocks	116.4	Building Blocks	132.6	Building Area
149.2	Building Area	564	Building Area	149.7	Building Blocks	132.9	Computer	132.9	Building Blocks	381.8	Building Blocks	630.8	Building Blocks	232.8	Building Area
116	Computer	165.9	Building Area	132.9	Building Blocks	165.8	Building Area	282.2	Building Area	365.3	Building Area	564.4	Building Blocks	99.7	Building Area
82.8	Building Area	83	Building Area	165.7	Building Blocks	149.6	Building Area	215.6	Computer	83.2	Building Area	398.1	Building Blocks	83	Building Area
232.5	Building Area	149.3	Building Area	315	Building Blocks	132.9	Building Blocks	99.5	Computer	99.7	Computer	216	Building Area	166	Building Area
82.7	Building Area	166	Computer	132.8	Building Blocks	282.3	Building Blocks	165.9	Computer	116.1	Computer	348.5	Building Area	116	Building Blocks
116.4	Building Area	265.5	Computer	116.3	Building Blocks	199.2	Building Blocks	149.2	Building Blocks	149.4	Computer	199.3	Building Area	215.9	Building Blocks
198.9	Computer	83	Computer	132.7	Computer	198.9	Building Blocks	116	Building Blocks	132.8	Computer	133.2	Building Area	348.1	Building Blocks
116	Building Area	132.5	Building Blocks	431.5	Building Area	99.6	Computer	132.8	Building Blocks	680.2	Building Blocks	580.7	Building Area	182.7	Building Blocks
448.2	Computer	348.7	Building Blocks	215.3	Building Area	165.9	Computer	132.5	Building Blocks	298.9	Building Blocks	149.8	Building Area	630.9	Building Blocks
99.5	Computer	265.8	Building Blocks	414.9	Building Area	265.6	Computer	149.1	Computer	730.6	Building Blocks	116.1	Computer	331.8	Building Blocks
232.4	Building Area	431.5	Building Blocks	248.6	Building Area	99.6	Building Blocks	149.2	Building Blocks	149.3	Building Blocks	132.6	Computer	331.7	Building Blocks
215.8	Building Area	132.9	Building Blocks	331.6	Building Area	99.6	Building Blocks	149.5	Building Blocks	215.9	Computer	199.1	Computer	514.4	Building Blocks
132.4	Building Area	82.9	Computer	248.8	Building Area	199.2	Building Blocks	116	Building Blocks	697	Building Area	248.6	Building Blocks	249.2	Building Area
149.4	Computer	99.6	Computer	232.2	Building Area	531.2	Building Blocks	83	Building Area	132.9	Building Area	431.6	Building Blocks	663.6	Building Area
166.1	Computer	132.7	Computer	215.9	Building Blocks	166	Building Blocks	498.1	Building Blocks	100.1	Building Area	232.7	Building Blocks	149.2	Building Area
82.8	Computer	199	Building Area	332	Building Blocks	216.1	Computer	132.9	Building Area	282.1	Building Area	497.8	Building Blocks	580.8	Building Area
166.1	Computer	215.8	Building Area	912.7	Building Blocks	149.2	Building Blocks	149.7	Building Area	447.7	Building Blocks	299.1	Building Blocks	1410.3	Building Area
215.7	Computer	166	Building Area	547.4	Building Blocks	149.3	Computer	249.1	Building Area	696.4	Building Blocks	431.8	Building Blocks	1012.2	Building Area
116	Computer	746.9	Building Area	331.9	Building Blocks	132.5	Building Area	116	Building Blocks	315.1	Building Blocks	132.5	Building Area	215.6	Building Area
199.3	Computer	116.1	Building Area	133.2	Computer	182.5	Computer	149.5	Building Blocks	165.8	Building Area	182.6	Building Area	116.2	Building Area
414.6	Computer	547.9	Building Area	249.4	Computer	564.7	Building Area	846.4	Building Blocks	398.2	Building Area	232.2	Building Area	116.3	Building Area
83.2	Building Blocks	182.3	Building Area	99.4	Computer	365.2	Building Area	730.2	Building Blocks	149.7	Building Area	166.3	Building Area	381.7	Building Area
99.4	Building Blocks	581.2	Building Area	414.4	Computer	182.5	Building Area	166.4	Building Blocks	132.9	Building Area	182.2	Building Area	1177.9	Building Area
116.3	Building Blocks	149.5	Building Area	99.6	Building Area	149.8	Building Area	398.3	Building Area	464.1	Building Area	697	Building Area	199.3	Building Area
83.1	Building Blocks	132.7	Building Blocks	1609.7	Building Area	431.9	Building Area	182.1	Building Area	1244.9	Building Area	1012.4	Building Area	99.2	Building Area
348.7	Computer	116	Computer	713.6	Building Area	414.4	Building Area	232.2	Building Area	314.6	Building Area	132.8	Building Area	249.2	Building Area
116.3	Building Blocks	149.6	Computer	1675.8	Building Area	198.7	Building Area	381.8	Building Area	614	Building Area	133	Building Area	265.5	Building Area
132.7	Building Blocks	331.9	Computer	846.4	Building Area	83.2	Building Blocks	1161.5	Building Area	332.1	Building Area	713.3	Building Area	331.9	Building Area
166	Building Blocks	116.1	Building Blocks	83.4	Building Area	863.1	Building Blocks	431.6	Building Area	713.4	Building Area	398.3	Building Area	348.6	Building Area
99.6	Building Blocks	348.5	Building Blocks	547.7	Building Area	448.1	Building Blocks	132.9	Building Area	381.3	Building Area	149.4	Building Area	182.5	Building Area
182.2	Building Blocks	414.9	Building Blocks	763.8	Building Area	514.9	Building Blocks	215.9	Building Area	115.7	Building Area	66.7	Building Area	182.5	Building Area
348.7	Building Blocks	99.1	Computer	199.2	Building Area	116.2	Building Blocks	746.7	Building Area	133	Building Area	149.5	Building Area	298.5	Building Area
182.8	Building Blocks	249	Computer	248.8	Building Area	82.9	Building Area	879.6	Building Area	315.5	Building Area	115.9	Building Area	132.9	Building Area
232.3	Computer	381.8	Building Area	83.2	Building Area	182.4	Building Area	149.4	Building Area	199.4	Building Area	199.4	Building Area	514.3	Building Area
132.7	Computer	248.8	Building Area	248.4	Building Area	365.1	Computer	1194.9	Building Area	265.4	Building Area	1145.2	Building Area	365.5	Building Area
448.7	Building Area	248.4	Building Area	199.5	Building Area	398.1	Computer	116.5	Building Area	83	Building Area	249.4	Building Area	149.2	Building Area
115.9	Building Area	1029	Building Area	232.2	Building Area	132.9	Building Area	49.8	Building Area	564.1	Building Area	1493.8	Building Area	1012.5	Building Area
348.8	Computer	149.5	Building Area	298.8	Building Area	2422.8	Building Area	962.5	Building Area	530.8	Building Area	132.9	Building Area	448.2	Building Area
182.6	Computer	132.9	Building Area	116.2	Building Area	282.2	Building Area	182.8	Building Area	464.6	Building Area	332.3	Building Area	116.3	Building Area
133	Computer	199.3	Building Area	514.4	Building Area	265.5	Building Area	182.6	Building Area	481.2	Building Area	448.1	Building Area	265.9	Building Area
132.8	Building Area	1145.2	Building Area	249	Building Area	365.3	Building Area	82.6	Building Area	149.1	Building Area	282.5	Building Area	165.9	Building Area
1327.6	Building Area	497.7	Building Area	1012.3	Building Area	132.9	Building Area	398.1	Building Area	132.6	Building Area	265.8	Building Area	398.1	Building Area
812.9	Building Area	1443.6	Building Area	232.1	Building Area	132.9	Building Area	348.5	Building Area	232.7	Building Area	215.7	Building Area	149.4	Building Area
431.3	Building Area	1161.5	Building Area	116.3	Building Area	381.8	Building Area	149.4	Building Area	1394.3	Building Area	215.5	Building Area	514.7	Building Area
896.5	Building Area	248.8	Building Area	497.7	Building Area	232.2	Building Area	199.1	Building Area	132.7	Building Area	215.8	Building Area	133.2	Building Area
83.2	Computer	431.3	Building Area	116.1	Building Area	1394	Building Area	116.5	Computer	232.6	Building Area	382	Building Area	282.1	Computer
116.1	Computer	198.9	Building Area	564.1	Building Area	166.1	Building Area	182.5	Building Area	298.8	Building Area	182.6	Building Area	281.9	Computer
165.5	Computer	431.4	Building Area	232.3	Building Area	132.9	Building Area	414.3	Building Area	597.4	Building Area	249	Computer	713.6	Computer
166	Computer	597.4	Building Area	82.7	Building Area	1410.8	Building Area	431.2	Building Area	132.5	Building Area	182.6	Computer	116.4	Computer
83	Building Area	232.7	Building Area	116.2	Building Area	182.5	Building Area	232.3	Building Area	464.7	Building Area	414.7	Computer	165.7	Building Blocks
149.3	Computer	315.8	Building Area	398.5	Building Area	182.7	Building Area	149.3	Building Area	199.1	Building Area	99.4	Computer	1311	Building Blocks
348.7	Computer	232.3	Building Area	199	Building Area	149.1	Building Area	99.6	Computer	232.4	Building Area	99.4	Building Blocks	281.8	Building Area
481.4	Computer	680.2	Building Area	82.8	Building Area	116.1	Building Area	215.8	Computer	232.4	Building Area	199.1	Building Blocks	513.9	Building Area
99.5	Building Blocks	265.4	Building Area	132.9	Building Area	979	Building Area	597.5	Computer	497.9	Building Area	680.4	Building Blocks	99.4	Building Area
82.2	Building Blocks	182.6	Building Area	747	Building Area	166	Building Area	133	Computer	199.1	Building Area	116.3	Building Area	182.6	Building Area
99.3	Building Blocks	1327.8	Building Area	199.2	Building Area	132.7	Building Area	99.7	Building Blocks	265.7	Computer	1028.9	Building Area	497.7	Building Area
332.4	Building Blocks	514.2	Building Area	232.2	Building Area	497.9	Building Area	132.7	Building Blocks	298.7	Computer	646.9	Building Area	116.1	Building Area
249.2	Computer	630.6	Building Area	182.5	Computer	448.5	Computer	531.2	Building Blocks	414.8	Computer	132.7	Building Area	132.5	Building Area
166	Building Blocks	132.8	Building Area	99.5	Computer	331.9	Computer	182.3	Computer	116.3	Computer	149.3	Building Area	232.4	Building Area
265.3	Building Blocks	215.8	Computer	315.6	Computer	83	Computer	132.8	Building Area	83	Building Blocks	398.6	Building Area	215.7	Building Area
133	Building Blocks	166.1	Computer	99.7	Computer	597.4	Building Blocks	332.3	Building Area	664	Building Blocks	398.4	Building Area	630.7	Building Area
149.4	Building Blocks	99.7	Building Blocks	232	Building Blocks	166.3	Building Blocks	116.1	Building Area	166	Building Area	198.8	Building Area	149.5	Computer
448.2	Computer	166.1	Building Blocks	132.6	Building Blocks	165.6	Building Area	215.6	Building Area	116.3	Building Area	1045.5	Building Area	165.7	Computer
199.3	Computer	115.8	Building Blocks	149.6	Building Blocks	215.5	Computer	182.5	Building Area	166.4	Building Area	165.9	Computer	298.7	Computer
83.2	Computer	99.5	Building Blocks	431.3	Building Blocks	99.5	Building Area	248.5	Building Area	132.9	Building Area	348.5	Computer	182.7	Building Blocks
132.8	Building Area	182.6	Building Blocks	182.5	Computer	149.4	Building Area	1941.7	Building Area	1393.9	Building Area	83	Computer	83.2	Building Blocks
99.6	Computer	99.8	Building Blocks	132.8	Building Area	132.7	Building Area	116.2	Building Area	99.6	Building Area	133.1	Building Blocks	315.4	Building Blocks
248.9	Computer	132.8	Building Blocks	132.8	Building Area	962.7	Building Area	215.5	Building Area	116.2	Building Area	149.2	Building Blocks	149.5	Building Blocks
133.2	Computer	365.5	Building Blocks	99.8	Computer	116.2	Building Area	481.1	Building Area	232.4	Building Area	199.4	Building Blocks	414.7	Building Blocks
83.1	Building Area	165.9	Computer	149.5	Building Area	132.8	Building Area	331.9	Building Area	514.6	Building Area	99.4	Building Blocks	381.5	Building Area
116.3	Building Area	83	Building Area	149.7	Building Area	580.8	Building Area	149.2	Computer	365.3	Building Area	215.8	Building Blocks	298.9	Building Area
215.6	Building Area	149.5	Building Area	1045.3	Building Area	198.6	Computer	415.1	Computer	83	Building Area	132.8	Building Blocks	116.2	Building Blocks
215.8	Building Area	83	Computer	83.3	Building Area	364.9	Computer	132.6	Computer	199.1	Computer	929.1	Building Blocks	398.3	Building Blocks
613.5	Building Area	99.6	Computer	165.9	Building Area	165.9	Computer	182.3	Building Area	315.4	Computer	116.2	Building Area	116.1	Building Blocks
182.5	Building Area	99.5	Building Area	149.6	Building Area	83.1	Building Area	431.5	Building Blocks	83	Computer	132.5	Building Area	149.4	Building Blocks
132.8	Building Area	132.6	Building Area	248.9	Building Area	132.8	Building Blocks	132.8	Building Blocks	265.8	Building Blocks	116.2	Building Blocks	381.8	Building Area
829.8	Building Area	597.3	Building Area	282.1	Building Area	99.5	Building Blocks	99.9	Building Blocks	265.5	Building Blocks	149.3	Building Blocks	282.1	Building Area
846.5	Building Area	99.6	Building Area	115.7	Building Area	132.8	Building Blocks	929.4	Building Blocks	182.4	Building Blocks	381.7	Building Blocks	232.3	Building Blocks
132.2	Building Area	115.7	Building Area	166	Computer	182.7	Building Blocks	265.8	Building Blocks	580.9	Building Blocks	215.7	Building Area	481.4	Building Blocks
99.8	Building Area	166.1	Building Area	182	Computer	99.5	Building Blocks	82.7	Building Area	348.8	Building Blocks	415	Building Area	315.3	Building Area
796.7	Building Area	116	Building Area	298.8	Computer	265.6	Building Blocks	66.7	Building Area	266.1	Building Area	165.9	Building Blocks	215.6	Building Area
348.5	Building Area	812.9	Building Area	115.7	Computer	116.1	Building Blocks	215.5	Building Blocks	149.6	Building Area	398.7	Building Blocks	448	Building Area
